맛있닭 다이어트 도시락 카무트밥 소프트안심 마늘맛,푸드나무,210,1팩,FALSE,302,622,50,10,0,18
맛있닭 다이어트 도시락 마늘소시지볶음밥 소프트안심 오리지널,푸드나무,210,1팩,FALSE,279,847,40,12,0.7,19
맛있닭 다이어트 도시락 제주톳보리밥 소시지볼 훈제맛,푸드나무,210,1팩,FALSE,306,957,47,10,2.1,16
맛있닭 다이어트 도시락 중화볶음밥 굴림만두 고기,푸드나무,210,1팩,FALSE,300,791,41,8,1.2,14
맛있닭 다이어트 도시락 황금볶음밥 굴림만두 김치,푸드나무,210,1팩,FALSE,345,957,39,10,3.3,15
맛있닭 닭가슴살 한끼곤약볶음밥 해물,푸드나무,220,1팩,FALSE,295,370,45,3,0.6,23
맛있닭 닭가슴살 한끼곤약볶음밥 새우,푸드나무,220,1팩,FALSE,260,460,36,1,0,24
맛있닭 닭가슴살 한끼곤약볶음밥 카레,푸드나무,220,1팩,FALSE,325,470,49,2,0.6,23
맛있닭 닭가슴살 한끼곤약볶음밥 양송이,푸드나무,220,1팩,FALSE,340,535,53,2,0.7,20
맛있닭 닭가슴살 한끼곤약볶음밥 불닭,푸드나무,220,1팩,FALSE,340,880,48,2,0.6,26
맛있닭 더담은 도시락 닭가슴살 스팀 고추맛 곤드레나물밥,푸드나무,275,1팩,FALSE,355,430,48,2,3.8,30
맛있닭 더담은 도시락 닭가슴살 큐브 마늘맛 연근우엉밥,푸드나무,275,1팩,FALSE,315,500,38,4,1.6,35
맛있닭 더담은 도시락 닭가슴살 소시지 훈제맛 새우볶음밥,푸드나무,275,1팩,FALSE,380,570,50,4,2.2,29
맛있닭 더담은 도시락 닭가슴살 스테이크 고추맛 야채현미밥,푸드나무,275,1팩,FALSE,370,280,54,3,1.2,27
맛있닭 더담은 도시락 닭가슴살 스테이크 갈릭맛 퀴노아영양밥,푸드나무,275,1팩,FALSE,400,420,55,7,1.3,31
맛있닭 더담은 도시락 다섯가지나물밥 갈릭스테이크소스 닭가슴살,푸드나무,275,1팩,FALSE,340,890,46,8,0.8,23
맛있닭 더담은 도시락 부지깽이나무밥 닭가슴살 볼 치즈맛,푸드나무,275,1팩,FALSE,410,870,58,9,2.1,22
맛있닭 더담은 도시락 전주비빔밥 토마토 로제 닭가슴살,푸드나무,275,1팩,FALSE,360,950,47,10,1.1,24
맛있닭 더담은 도시락 한끼만두 3종 소프트 닭가슴살 마늘,푸드나무,275,1팩,FALSE,345,840,39,7,1.8,26
맛있닭 더담은 도시락 시래기표고밥 소프트 닭가슴살 마늘,푸드나무,275,1팩,FALSE,345,610,49,3,0.7,23
맛있닭 닭가슴살 스테이크 오리지널,푸드나무,100,1팩,FALSE,140,294,8,1,0.6,22
맛있닭 닭가슴살 스테이크 호박맛,푸드나무,100,1팩,FALSE,143,230,8,1,0.8,21
맛있닭 닭가슴살 스테이크 고추맛,푸드나무,100,1팩,FALSE,152,259,9,2,0.9,22
맛있닭 닭가슴살 스테이크 야채맛,푸드나무,100,1팩,FALSE,142,254,9,4,1,17
맛있닭 닭가슴살 스테이크 갈릭맛,푸드나무,100,1팩,FALSE,140,252,8,2,0.7,23
