0,0,0,0,15,31,22,37001,4,3,0,9,1,31,15,68,49832,8,red
2,0,4,0,19,8,31,41072,3,0,0,2,0,8,19,8,37136,3,blue
0,0,0,0,5,20,8,22929,0,2,0,5,1,20,5,20,35364,5,red
1,1,2,0,26,36,45,63447,3,3,1,6,0,36,26,72,70528,9,red
2,2,11,3,27,40,47,74955,5,3,1,6,1,40,27,83,74596,7,blue
2,0,8,1,26,18,43,52221,9,1,0,2,0,18,26,34,44280,3,blue
0,0,2,0,16,31,30,47107,5,4,1,7,1,31,16,59,58032,5,red
2,1,10,2,36,20,88,59163,7,2,0,1,0,20,36,30,47408,5,blue
3,1,8,1,26,25,44,57940,5,1,0,2,0,25,26,34,49906,6,blue
1,0,4,0,20,11,34,39014,5,0,0,1,0,11,20,13,32064,3,blue
0,0,0,0,1,0,1,4918,0,0,0,0,0,0,1,0,4834,0,red
2,0,9,2,25,9,24,47084,4,0,0,0,0,9,25,8,29885,4,blue
3,0,7,1,21,7,38,42933,4,0,0,3,0,7,21,5,35372,2,blue
0,0,4,0,7,19,13,41910,2,3,0,2,0,19,7,45,41991,4,red
3,1,10,1,35,22,56,59286,5,1,0,3,0,22,35,32,47977,4,blue
0,0,3,0,21,32,35,51403,4,4,1,8,1,32,21,59,58613,9,red
2,0,3,0,26,37,46,57588,7,3,2,10,2,37,27,82,66567,8,red
2,1,7,2,33,12,61,50766,6,1,0,0,0,12,33,26,38976,3,blue
0,0,3,0,6,22,9,35880,1,2,0,1,0,22,6,43,39672,4,red
1,1,9,2,30,13,61,58214,7,2,0,3,0,13,30,22,46516,2,blue
2,0,3,0,17,7,39,38849,5,0,0,0,0,7,17,14,31037,1,blue
2,0,3,0,11,23,9,38528,5,1,0,6,1,23,11,37,44756,5,red
3,1,10,3,25,13,56,51886,5,0,0,0,0,13,25,32,41280,3,blue
2,0,0,0,8,15,16,31597,2,1,0,5,0,15,8,25,39460,4,red
1,1,8,2,25,29,30,69308,7,4,1,5,1,29,25,65,70036,7,blue
2,0,5,0,26,3,34,36545,6,0,0,0,0,3,26,5,21444,1,blue
2,0,6,1,23,9,37,40199,6,0,0,1,0,9,23,11,33417,2,blue
1,2,11,3,26,13,50,62067,7,3,0,2,0,13,26,22,49262,4,blue
2,0,3,0,19,24,22,42395,5,1,0,4,0,23,19,39,45798,7,red
0,0,2,0,10,23,11,38762,3,4,0,5,0,23,10,39,46649,3,red
2,0,3,0,26,12,36,41489,6,0,0,1,0,12,26,15,35078,1,blue
2,0,7,2,18,25,27,61478,3,3,2,4,0,25,18,44,67375,6,red
2,0,2,0,20,35,23,40895,6,2,1,6,0,35,20,47,50294,9,red
3,1,9,1,40,26,63,66751,10,1,0,2,0,26,40,52,55238,9,blue
2,0,5,0,34,20,51,48425,9,1,0,0,0,20,34,37,41024,5,blue
5,1,7,2,44,19,99,77247,8,1,0,2,0,19,44,35,63054,4,blue
4,0,9,1,35,17,62,61215,8,0,0,1,0,17,35,26,48970,4,blue
0,0,7,1,24,15,48,46130,6,3,0,4,0,15,24,30,41626,3,blue
2,0,7,1,32,30,74,60777,8,3,1,5,0,30,32,55,59506,5,blue
2,0,5,0,22,7,35,44148,4,1,0,0,0,7,22,17,35748,2,blue
2,0,3,0,19,9,30,37722,4,0,0,0,0,9,19,12,29401,2,blue
3,1,7,1,39,17,64,62756,10,1,0,2,0,17,39,36,51944,4,blue
2,0,4,0,11,2,16,31868,3,0,0,1,0,2,11,2,23972,1,blue
1,0,0,0,4,17,6,23844,0,1,0,4,0,17,4,28,33797,6,red
2,0,5,0,18,19,30,55461,5,3,1,7,1,19,18,45,60702,6,red
0,0,4,0,26,42,51,68529,7,5,2,9,2,41,26,66,76193,10,red
0,0,2,0,12,21,18,40642,3,3,0,4,0,21,12,35,47279,3,red
4,1,9,2,35,25,58,65775,9,1,1,3,0,25,35,39,60427,6,blue
0,0,3,0,22,47,33,50834,6,4,1,5,0,47,22,82,60673,8,red
1,0,0,0,1,12,3,23282,0,1,0,1,0,12,1,13,29217,5,red
2,0,8,1,36,22,54,49800,8,1,0,1,0,22,36,36,40584,5,blue
1,0,0,0,11,28,10,36504,1,2,1,4,0,28,11,53,46471,7,red
1,0,3,0,21,9,34,37633,6,2,0,0,0,8,21,9,30278,0,blue
2,1,8,2,23,23,51,61668,6,3,1,2,0,23,23,59,56827,6,blue
0,0,0,0,0,1,0,4241,0,0,0,0,0,1,0,1,5329,0,red
1,0,3,0,14,26,19,41875,4,2,1,8,1,26,14,44,51277,6,red
3,0,1,0,5,26,7,51635,1,2,2,11,3,26,5,56,68226,7,red
0,0,3,0,11,36,16,42389,2,3,1,9,1,35,11,54,56787,9,red
1,1,7,1,21,16,45,50886,4,3,0,4,0,16,21,25,45821,2,blue
0,0,0,0,7,21,9,29816,1,2,0,7,1,21,7,49,39142,6,red
2,0,2,0,17,36,23,48024,3,2,1,9,1,36,17,65,59370,7,red
0,0,0,0,2,15,3,22713,0,2,0,3,0,15,2,14,31323,3,red
3,1,9,2,29,15,69,68766,7,2,1,4,0,15,29,33,63635,4,blue
1,1,4,0,17,8,23,43422,4,1,0,1,0,8,17,6,35316,1,blue
2,0,8,1,23,10,33,42571,5,0,0,1,0,10,23,11,31830,2,blue
0,0,1,0,8,18,11,32004,2,3,0,4,0,18,8,35,39771,4,red
0,0,5,0,13,26,16,42040,3,4,1,3,0,26,13,48,48790,3,red
1,0,4,0,28,40,53,59822,8,4,2,7,1,40,29,88,68170,10,red
3,1,9,2,30,20,48,67195,7,1,1,1,0,20,30,50,59231,3,blue
2,1,9,2,35,17,35,54193,9,1,0,0,0,17,35,24,41460,4,blue
2,0,6,1,29,9,34,43119,7,1,0,1,0,9,29,10,32005,0,blue
3,1,7,2,21,14,42,48084,6,1,0,3,0,14,21,21,42163,4,blue
2,1,8,1,31,19,53,53275,8,2,0,1,0,19,32,30,42816,3,blue
0,0,0,0,8,27,12,33809,3,3,1,9,1,27,8,42,47382,7,red
1,0,2,0,9,23,9,44729,0,3,1,7,2,23,9,25,54748,6,red
2,0,2,0,8,18,13,52038,1,3,2,11,3,18,8,36,63448,3,red
0,0,1,0,17,34,28,36745,4,2,0,7,2,34,17,53,47034,8,red
0,0,1,0,10,22,16,28450,2,2,0,1,0,22,10,43,34141,5,red
0,0,2,0,14,40,15,43435,3,3,0,10,1,40,14,67,57333,6,red
2,0,3,0,18,7,28,34197,5,0,0,0,0,7,18,16,26767,2,blue
2,1,3,0,14,24,24,48218,4,2,0,7,1,24,14,44,53808,6,red
0,0,2,0,7,19,8,27388,1,1,0,2,0,19,7,34,30835,6,red
2,0,2,0,22,32,51,53325,5,2,1,11,3,32,22,70,64786,9,red
1,0,9,2,27,21,36,48846,7,2,0,1,0,21,27,36,40324,6,blue
3,1,5,0,30,20,49,54203,8,1,0,1,0,20,30,39,43214,4,blue
4,2,9,2,38,22,72,62783,9,0,0,2,0,22,38,29,53523,6,blue
1,1,8,1,19,9,48,53237,4,3,0,4,0,9,19,14,45190,3,blue
0,0,3,0,18,32,33,50784,4,4,0,7,0,32,18,55,60452,9,red
2,0,2,0,29,17,43,47664,8,2,0,3,0,16,29,20,44131,4,blue
2,0,2,0,15,2,29,36776,5,1,0,1,0,2,15,2,29144,0,blue
3,0,8,1,25,25,60,67401,7,2,2,5,0,25,25,54,66465,4,blue
1,1,4,0,12,25,23,54695,2,4,1,11,3,25,12,32,60662,6,red
4,1,10,2,17,22,35,78658,4,2,1,5,0,22,17,40,75798,5,blue
0,0,0,0,6,19,8,24667,0,2,0,3,0,19,6,19,32492,4,red
0,0,1,0,13,23,25,33096,3,2,0,4,0,23,13,37,37192,6,red
2,0,4,0,20,26,42,58711,2,2,0,10,2,26,20,62,66993,6,red
0,0,0,0,8,19,10,23860,1,1,0,4,0,18,9,26,34490,4,red
1,1,9,2,20,15,42,52447,5,2,0,2,0,15,20,23,47461,4,blue
0,0,1,0,3,9,1,27322,0,3,0,2,0,9,3,14,29374,2,red
1,0,3,0,22,34,23,48356,5,2,1,7,2,34,22,67,58292,6,red
0,0,3,0,14,35,20,48034,2,4,1,10,2,35,14,54,57907,7,red
2,0,5,0,35,36,63,56255,8,2,1,7,1,36,35,71,61838,12,red
2,0,9,2,29,18,45,49046,4,1,0,0,0,18,29,24,39172,5,blue
2,0,3,0,17,4,21,33199,5,0,0,0,0,4,17,3,22279,0,blue
3,1,9,1,31,27,51,72242,6,2,0,1,0,27,31,56,64853,5,blue
0,1,4,0,22,26,24,45516,4,3,0,9,1,25,22,40,51619,5,red
2,0,5,0,31,37,49,58272,6,3,1,7,1,37,31,63,65511,7,red
1,1,6,0,30,8,54,53919,6,3,0,2,0,8,30,9,41994,3,blue
3,0,1,0,14,25,19,43180,2,1,1,9,1,25,16,42,51918,7,red
6,1,9,2,56,28,66,95232,14,1,1,4,0,28,56,50,82840,5,blue
3,0,9,2,37,17,55,53974,7,0,0,0,0,17,37,20,41224,4,blue
0,0,2,0,20,38,30,56083,3,4,2,11,4,38,20,71,66281,7,red
5,1,11,4,37,24,63,75167,6,1,2,5,0,24,37,36,77531,7,blue
